makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelmain,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
0,11,1,1,1,1,564,0,0,1,41,1,34,2,38506,4,2,8,488.8125,1,1,1,0,0,0,1
1,11,1,2,1,1,564,0,1,1,41,1,34,2,38507,4,2,6,488.8125,1,1,0,1,0,1,0
0,11,1,1,1,1,564,0,1,1,41,1,34,2,38508,4,2,8,488.8125,1,1,0,0,1,0,1
4,21,2,1,1,1,564,0,1,1,41,1,34,2,38509,3,6,7,488.8125,1,1,0,1,0,0,1
9,91,1,2,3,3,564,0,1,1,41,1,34,4,38510,5,2,6,488.8125,1,1,0,9,0,1,0
4,11,1,1,1,1,564,0,1,1,41,1,34,2,38511,5,2,8,488.8125,1,1,0,1,0,0,1
9,91,1,1,1,1,564,0,1,1,41,1,34,2,38512,4,6,8,488.8125,1,1,0,9,1,1,0
0,11,1,1,1,1,564,1,1,1,41,1,34,1,38513,4,2,6,488.8125,1,1,0,0,0,1,0
9,91,1,1,2,2,557,0,1,1,41,1,34,2,38514,5,2,6,524.67138672,1,1,0,9,0,1,0
9,91,1,1,1,1,557,0,1,1,41,1,34,3,38515,5,5,8,524.67138672,1,1,0,9,0,1,0
9,91,1,2,1,1,557,0,1,1,41,1,34,3,38516,5,2,6,524.67138672,1,1,0,9,0,1,0
9,91,3,1,2,2,557,1,0,1,41,1,34,1,38517,3,5,8,524.67138672,4,3,0,9,0,1,0
9,91,1,1,2,2,557,0,1,1,41,1,34,2,38518,5,1,8,524.67138672,1,1,0,9,0,1,0
9999,11,3,1,3,1,557,0,0,1,41,1,34,1,38519,2,5,4,524.67138672,1,1,1,9999,0,0,0
9,91,3,1,3,1,557,1,1,3,41,1,34,1,38520,3,2,8,524.67138672,1,1,0,9,0,1,0
9999,12,3,1,1,1,557,0,0,1,41,1,34,2,38521,4,2,6,524.67138672,1,1,0,9999,0,1,0
9999,9999,3,9999,3,1,557,9999,1,3,41,1,34,0,38522,3,3,1,524.67138672,1,1,0,9999,0,1,0
9,91,3,2,1,1,557,0,0,1,41,2,34,3,38523,5,2,6,521.85656738,1,1,0,9,0,1,0
9,91,3,1,3,3,557,1,1,4,41,2,34,1,38524,3,5,8,521.85656738,1,1,0,9,0,1,0
9,91,2,1,3,3,557,1,0,1,41,2,34,1,38525,3,5,2,521.85656738,1,3,0,9,0,1,0
9,91,2,1,1,1,557,0,0,4,41,2,34,0,38526,4,2,8,521.85656738,1,2,0,9,0,1,0
9,91,2,1,1,1,557,0,0,1,41,2,34,0,38527,2,5,2,521.85656738,1,1,0,9,0,1,0
9,91,1,1,2,2,557,0,0,1,41,2,34,3,38528,5,2,7,521.85656738,1,1,0,9,0,1,0
9,91,3,1,1,1,557,0,0,1,41,2,34,4,38529,5,2,6,521.85656738,1,1,0,9,0,1,0
9,91,3,1,1,1,557,1,0,1,41,2,34,2,38530,4,2,8,521.85656738,1,3,0,9,0,1,0
9,91,2,1,3,1,557,1,1,1,41,2,34,1,38531,3,2,8,521.85656738,1,1,0,9,0,1,0
9,91,3,1,1,1,557,0,1,1,41,2,34,2,38532,4,3,8,521.85656738,1,1,0,9,0,1,0
9,91,3,1,1,1,557,0,1,1,41,2,34,2,38533,5,2,8,521.85656738,1,1,0,9,0,1,0
0,11,1,1,1,1,560,0,0,1,41,1,34,1,38534,4,2,8,526.55084229,1,1,0,0,0,1,0
9,91,1,1,1,1,560,0,1,1,41,1,34,1,38535,4,2,8,526.55084229,1,1,0,9,0,1,0
9,91,1,2,1,1,560,0,0,1,41,1,34,2,38536,5,2,6,526.55084229,1,1,0,9,0,1,0
9999,11,1,1,1,1,560,1,0,1,41,1,34,0,38537,4,2,8,526.55084229,1,1,0,9999,0,1,0
9,91,1,2,1,1,560,0,1,1,41,1,34,4,38538,5,2,8,526.55084229,1,1,0,9,0,1,0
3,13,3,1,1,1,560,0,1,1,41,1,34,0,38539,3,1,1,526.55084229,4,1,0,1,0,1,0
3,11,1,2,1,1,560,0,0,1,41,1,34,4,38540,5,2,6,526.55084229,1,1,0,1,0,1,0
9,91,1,1,1,1,560,0,0,1,41,1,34,0,38541,4,2,8,526.55084229,4,1,0,9,0,1,1
9,91,3,1,1,1,560,0,0,1,41,1,34,0,38542,3,5,1,526.55084229,1,1,0,9,0,1,0
9,91,1,1,1,1,560,1,1,1,41,1,34,1,38543,4,2,8,526.55084229,1,1,0,9,0,1,0
9,91,1,1,1,1,560,0,1,1,41,1,34,2,38544,5,2,8,526.55084229,1,3,0,9,0,1,0
0,11,1,1,3,3,560,0,1,1,41,1,34,2,38545,4,2,8,526.55084229,0,1,0,0,0,1,0
9999,11,8,1,3,3,560,1,1,1,41,1,34,0,38546,3,6,8,526.55084229,4,1,0,9999,1,1,1
9,91,1,2,1,1,560,0,0,1,41,1,34,1,38547,5,2,6,526.55084229,1,1,0,9,0,1,0
9,91,1,1,1,1,557,0,0,1,41,3,34,3,38548,4,2,8,517.91595459,1,1,0,9,0,1,0
1,11,1,1,3,1,557,0,0,1,41,3,34,2,38549,3,5,8,517.91595459,1,1,0,1,0,1,0
1,11,1,1,1,1,557,0,1,1,41,3,34,0,38550,3,2,8,517.91595459,1,1,0,1,0,1,0
0,11,1,3,4,1,557,0,1,1,41,3,34,2,38551,3,5,8,517.91595459,1,1,0,0,0,1,0
9999,11,3,1,1,1,557,0,0,3,41,3,34,3,38552,3,3,8,517.91595459,1,1,0,9999,0,1,0
1,12,3,1,4,1,557,0,1,3,41,3,34,2,38553,3,5,8,517.91595459,4,1,0,1,0,1,0
9,91,3,1,1,1,557,0,0,3,41,3,34,1,38554,4,2,6,517.91595459,1,1,0,9,0,1,0
3,13,2,1,1,1,557,0,1,1,41,3,34,1,38555,1,6,1,517.91595459,0,1,0,1,0,1,1
0,13,3,1,1,1,557,0,1,3,41,3,34,1,38556,3,5,8,517.91595459,4,1,1,0,0,0,0
0,13,3,0,3,3,557,9,0,1,41,3,34,0,38557,1,5,8,517.91595459,0,1,0,0,0,1,0
9,91,1,1,1,1,557,0,0,3,41,3,34,2,38558,5,2,8,517.91595459,1,1,0,9,0,1,0
9,91,1,1,1,1,557,0,0,1,41,3,34,2,38559,4,2,8,517.91595459,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,1,1,41,1,34,3,38560,5,2,6,477.72058105,1,2,0,9,0,1,0
9,91,1,0,1,1,561,9,0,1,41,1,34,3,38561,5,2,6,477.72058105,1,1,0,9,0,1,0
9,91,1,0,1,1,561,9,0,1,41,1,34,2,38562,5,2,8,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,1,1,41,1,34,3,38563,5,2,8,477.72058105,1,1,0,9,0,1,0
3,11,1,2,1,1,561,0,1,1,41,1,34,4,38564,5,2,4,477.72058105,1,1,0,1,0,1,0
9,91,1,2,1,1,561,0,0,1,41,1,34,2,38565,5,2,4,477.72058105,1,1,0,9,0,1,0
1,13,2,1,1,1,561,1,0,1,41,1,34,1,38566,2,5,8,477.72058105,1,3,0,1,0,1,0
9,91,1,1,3,3,561,0,1,1,41,1,34,2,38567,5,2,6,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,0,1,41,1,34,4,38568,5,2,7,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,0,1,41,1,34,3,38569,5,2,6,477.72058105,1,3,0,9,0,1,0
9,91,1,1,2,2,561,0,0,1,41,1,34,0,38570,2,5,8,477.72058105,0,1,0,9,0,1,0
9,91,1,1,2,2,561,0,1,1,41,1,34,1,38571,4,1,7,477.72058105,1,3,0,9,0,1,0
9,91,1,1,2,2,561,1,1,1,41,1,34,0,38572,4,2,7,477.72058105,1,3,0,9,0,1,0
9,91,1,2,3,3,561,0,0,1,41,1,34,2,38573,5,2,6,477.72058105,1,2,0,9,0,1,0
9,91,1,1,3,3,561,0,0,1,41,1,34,6,38574,4,2,6,477.72058105,1,1,0,9,0,1,0
9,91,1,1,3,3,561,0,0,1,41,1,34,1,38575,4,2,7,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,559,0,0,1,41,1,34,3,38576,5,2,4,502.53521729,1,1,0,9,0,1,0
9,91,1,1,1,1,559,0,0,1,41,1,34,2,38577,4,5,8,502.53521729,1,1,0,9,0,1,0
9,91,1,1,1,1,559,1,1,1,41,1,34,1,38578,3,5,1,502.53521729,1,1,0,9,0,0,1
9,91,1,2,2,2,559,0,0,1,41,1,34,1,38579,4,2,2,502.53521729,1,1,0,9,0,1,0
9,91,1,1,1,1,559,1,0,1,41,1,34,0,38580,4,5,8,502.53521729,4,1,0,9,0,1,1
9,91,1,1,1,1,559,1,0,1,41,1,34,2,38581,3,5,2,502.53521729,4,1,0,9,0,1,0
9,91,1,1,1,1,559,0,0,1,41,1,34,3,38582,5,2,4,502.53521729,1,1,0,9,0,1,0
9,91,3,3,3,3,559,2,1,1,41,1,34,0,38583,3,5,8,502.53521729,4,3,0,9,0,1,0
0,13,3,1,1,1,559,1,1,1,41,1,34,1,38584,4,1,8,502.53521729,4,1,0,0,0,1,0
9,91,2,1,1,1,559,0,0,1,41,1,34,1,38585,4,2,2,502.53521729,1,1,0,9,0,1,0
9,91,1,1,1,1,559,0,0,1,41,1,34,1,38586,3,5,2,502.53521729,1,1,0,9,0,1,0
9,91,2,1,1,1,559,1,1,1,41,1,34,3,38587,4,5,2,502.53521729,1,1,0,9,0,1,0
9,91,2,1,1,1,559,0,0,1,41,1,34,1,38588,4,2,8,502.53521729,1,1,0,9,0,1,0
9,91,1,1,1,1,559,0,0,1,41,1,34,2,38589,3,2,8,502.53521729,4,1,0,9,0,1,0
9999,21,8,3,1,1,559,1,0,1,41,1,34,1,38590,2,5,8,502.53521729,4,1,0,9999,0,1,0
9,91,1,1,3,3,559,0,1,1,41,1,34,1,38591,3,5,8,502.53521729,4,2,0,9,0,1,0
9,91,1,2,2,2,559,1,0,1,41,1,34,0,38592,4,5,8,502.53521729,4,3,0,9,0,1,0
9999,21,2,1,3,3,559,1,0,1,41,1,34,1,38593,2,5,8,502.53521729,1,3,0,9999,0,1,0
9,91,1,1,2,2,559,0,0,1,41,1,34,0,38594,4,2,8,502.53521729,1,3,0,9,0,1,0
9,91,3,1,1,1,559,0,1,1,41,1,34,1,38595,3,6,8,502.53521729,1,3,0,9,0,1,0
9,91,1,2,1,1,559,0,0,1,41,1,34,3,38596,5,2,8,502.53521729,1,1,0,9,0,1,0
9,91,1,1,2,2,559,0,0,1,41,1,34,1,38597,5,2,8,502.53521729,1,3,0,9,0,1,0
3,11,8,1,3,3,559,0,1,1,41,1,34,1,38598,3,6,1,502.53521729,1,1,0,1,0,1,0
9,91,1,1,2,2,563,0,0,1,41,1,34,1,38599,4,2,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,2,2,563,0,1,1,41,1,34,1,38600,5,5,8,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,1,38601,5,2,8,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,1,1,563,0,0,1,41,1,34,1,38602,4,2,8,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,2,38603,5,2,8,1012.5308228,1,1,0,9,0,1,0
9,91,3,1,1,1,563,0,0,1,41,1,34,1,38604,4,2,8,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,2,2,563,0,0,1,41,1,34,1,38605,3,5,7,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,1,38606,4,2,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,0,0,1,41,1,34,3,38607,5,2,6,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,2,2,563,1,0,1,41,1,34,1,38608,3,2,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,2,38609,5,2,8,1012.5308228,1,1,0,9,0,1,0
0,13,2,1,2,2,563,1,0,1,41,1,34,0,38610,2,6,8,1012.5308228,1,2,0,0,0,1,0
9,91,2,1,1,1,563,1,0,1,41,1,34,4,38611,4,2,2,1012.5308228,1,1,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,4,38612,5,2,6,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,1,38613,5,2,7,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,1,0,1,41,1,34,3,38614,4,2,8,1012.5308228,1,2,0,9,0,1,0
9,91,1,1,3,3,563,1,0,1,41,1,34,1,38615,4,2,8,1012.5308228,1,1,0,9,0,1,0
9,91,2,1,2,2,563,0,1,1,41,1,34,0,38616,3,5,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,2,2,563,1,0,1,41,1,34,0,38617,4,2,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,2,2,563,0,1,1,41,1,34,0,38618,3,5,8,1012.5308228,1,1,0,9,0,1,0
9,91,1,2,1,1,563,0,1,1,41,1,34,4,38619,5,2,6,1012.5308228,1,1,0,9,0,1,0
9,91,1,2,1,1,563,0,0,1,41,1,34,3,38620,5,2,6,1012.5308228,1,1,0,9,0,0,1
9,91,1,1,1,1,563,1,1,1,41,1,34,2,38621,5,2,8,1012.5308228,1,2,0,9,0,1,0
9,91,1,1,1,1,563,0,1,1,41,1,34,2,38622,4,6,8,1012.5308228,1,1,0,9,0,1,0
9,91,3,1,4,4,563,0,1,1,41,1,34,2,38623,4,6,1,1012.5308228,1,1,0,9,0,1,1
9,91,1,1,2,2,563,0,1,1,41,1,34,2,38624,4,2,8,1012.5308228,1,3,0,9,0,1,0
9,91,1,1,1,1,563,0,0,1,41,1,34,1,38625,3,6,8,1012.5308228,1,3,0,9,0,1,0
4,13,8,1,3,1,562,0,1,7,41,1,34,1,38626,2,6,1,479.57406616,4,1,0,1,0,0,1
9,91,1,1,3,2,562,0,1,1,41,1,34,2,38627,5,2,4,479.57406616,1,1,1,9,0,0,0
4,11,1,1,3,3,562,0,0,1,41,1,34,2,38628,4,2,6,479.57406616,1,1,0,1,0,1,0
9,91,3,2,1,1,562,0,1,3,41,1,34,3,38629,5,2,6,479.57406616,1,1,0,9,0,0,1
0,11,3,1,1,1,562,0,0,3,41,1,34,1,38630,4,2,8,479.57406616,1,1,0,0,0,1,0
9,91,1,1,2,2,562,0,0,1,41,1,34,2,38631,5,2,6,479.57406616,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,1,1,41,1,34,2,38632,4,1,8,451.1444397,1,1,0,9,0,1,0
9,91,3,1,4,1,558,0,1,3,41,1,34,2,38633,5,2,8,451.1444397,4,1,0,9,0,0,1
9,91,3,1,4,1,558,0,1,7,41,1,34,1,38634,2,2,8,451.1444397,0,1,0,9,0,0,1
1,11,3,1,4,1,558,0,1,3,41,1,34,2,38635,3,6,8,451.1444397,4,1,0,1,0,0,1
9,91,3,1,4,1,558,1,0,3,41,1,34,1,38636,3,2,1,451.1444397,1,1,0,9,0,0,1
9,91,3,1,1,1,558,1,1,3,41,1,34,2,38637,4,2,8,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,0,3,41,1,34,1,38638,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,2,1,1,558,0,1,3,41,1,34,1,38639,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,0,1,41,1,34,2,38640,3,9999,8,451.1444397,1,1,0,9,0,1,0
4,11,1,1,1,1,558,0,1,1,41,1,34,1,38641,4,2,6,451.1444397,0,1,0,1,0,1,0
9,91,1,2,3,3,558,0,0,1,41,1,34,3,38642,5,2,6,451.1444397,1,1,1,9,0,0,1
9,91,3,1,1,1,558,0,1,3,41,1,34,2,38643,4,2,8,451.1444397,1,1,0,9,0,1,0
9999,21,1,1,1,1,558,0,1,3,41,1,34,4,38644,5,2,6,451.1444397,1,1,0,9999,0,1,0
9,91,1,1,1,1,558,0,0,1,41,1,34,3,38645,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,0,1,41,1,34,1,38646,5,2,8,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,1,1,41,1,34,1,38647,5,2,8,451.1444397,1,1,0,9,0,1,0
9,91,1,1,2,2,558,0,0,1,41,1,34,2,38648,4,2,4,451.1444397,1,1,0,9,0,1,0
9,91,2,1,3,3,558,1,0,1,41,1,34,1,38649,3,2,1,451.1444397,1,1,0,9,0,1,0
9,91,1,2,3,3,558,1,1,1,41,2,34,2,38650,5,2,6,451.1444397,1,2,0,9,0,1,0
9,91,1,2,1,1,558,0,0,1,41,2,34,4,38651,5,2,6,451.1444397,1,1,0,9,0,1,0
0,11,1,1,1,1,558,0,0,1,41,2,34,1,38652,5,2,8,451.1444397,1,3,0,0,0,1,0
9,91,1,1,3,3,558,1,0,1,41,2,34,1,38653,5,2,8,451.1444397,1,3,0,9,0,1,0
9,91,1,1,1,1,558,0,0,1,41,2,34,2,38654,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,2,1,1,558,0,0,1,41,2,34,3,38655,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,2,1,1,558,0,1,1,41,2,34,3,38656,5,2,6,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,0,0,1,41,2,34,6,38657,4,2,4,451.1444397,1,1,0,9,0,1,0
9,91,1,1,1,1,558,1,1,1,41,2,34,2,38658,4,2,4,451.1444397,1,1,0,9,0,1,0
9,91,1,2,1,1,558,0,1,1,41,2,34,2,38659,5,2,6,451.1444397,1,1,0,9,0,0,0
9,91,1,1,2,2,558,0,0,1,41,2,34,0,38660,4,2,8,451.1444397,1,3,0,9,0,1,0
9,91,1,1,2,2,558,0,0,1,41,2,34,0,38661,3,2,8,451.1444397,1,3,0,9,0,1,0
0,32,2,1,4,4,561,0,0,7,41,2,34,1,38662,2,6,2,477.72058105,1,1,0,0,0,0,1
0,31,2,1,4,4,561,0,1,7,41,2,34,3,38663,2,6,2,477.72058105,1,1,0,0,0,0,1
9,91,1,1,1,1,561,0,0,1,41,2,34,3,38664,5,2,8,477.72058105,1,1,0,9,0,1,0
9,91,3,1,1,1,561,0,1,1,41,2,34,1,38665,4,2,2,477.72058105,1,1,0,9,0,1,1
9,91,1,1,1,1,561,0,0,1,41,2,34,3,38666,4,6,6,477.72058105,1,3,0,9,0,1,0
9,91,1,1,1,1,561,0,0,3,41,2,34,2,38667,4,6,6,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,0,1,41,2,34,3,38668,5,2,6,477.72058105,1,1,0,9,0,1,0
9,91,1,1,3,1,561,0,0,1,41,2,34,2,38669,5,2,6,477.72058105,1,1,0,9,0,1,0
0,13,1,1,1,1,561,0,0,3,41,2,34,2,38670,3,6,8,477.72058105,1,1,0,0,0,0,1
4,13,8,1,3,3,561,0,0,1,41,2,34,0,38671,1,6,1,477.72058105,0,1,0,1,0,0,1
9,91,1,1,3,3,561,0,0,3,41,2,34,2,38672,4,2,8,477.72058105,1,1,0,9,0,1,0
0,13,8,1,3,3,561,0,1,7,41,2,34,1,38673,1,6,1,477.72058105,0,1,0,0,0,0,1
0,13,1,1,3,3,561,0,1,3,41,2,34,2,38674,4,6,8,477.72058105,1,1,0,0,0,1,1
0,13,2,1,3,3,561,0,1,4,41,2,34,1,38675,2,6,8,477.72058105,0,2,0,0,0,0,1
9,91,1,1,1,1,561,0,0,1,41,2,34,1,38676,5,2,1,477.72058105,1,1,1,9,0,1,0
9,91,1,1,1,1,561,0,1,1,41,2,34,2,38677,5,2,6,477.72058105,1,1,0,9,0,1,0
9,91,1,1,2,1,559,0,1,1,41,2,34,2,38678,5,2,8,502.53521729,1,1,0,9,0,1,0
0,11,1,1,1,1,559,0,0,1,41,2,34,2,38679,5,2,6,502.53521729,1,1,0,0,0,1,1
0,31,2,1,3,3,559,0,1,1,41,2,34,0,38680,3,6,8,502.53521729,1,1,0,0,0,0,1
1,11,1,1,1,1,559,0,1,1,41,2,34,2,38681,4,2,8,502.53521729,1,1,0,1,0,0,1
9,91,1,1,1,1,559,0,1,1,41,2,34,2,38682,4,2,8,502.53521729,1,1,0,9,0,1,0
9,91,1,1,2,1,559,0,1,1,41,2,34,3,38683,5,2,6,502.53521729,1,1,0,9,0,1,0
6,11,1,1,2,1,559,0,1,1,41,2,34,0,38684,2,6,8,502.53521729,1,1,0,1,0,1,1
9999,42,1,1,1,1,559,0,1,1,41,2,34,2,38685,4,2,8,502.53521729,1,1,0,9999,0,1,0
3,31,1,1,2,2,559,1,1,1,41,2,34,1,38686,2,5,8,502.53521729,1,1,0,1,0,1,0
0,11,1,1,1,1,559,0,1,1,41,2,34,1,38687,3,6,8,502.53521729,1,1,0,0,0,1,0
1,13,2,1,1,1,559,0,1,1,41,2,34,2,38688,1,6,1,502.53521729,0,1,1,1,0,0,0
9,91,1,1,1,1,559,0,0,1,41,2,34,3,38689,5,2,8,502.53521729,1,1,0,9,0,1,1
3,41,2,1,1,1,559,0,1,1,41,2,34,2,38690,3,6,8,502.53521729,1,2,0,1,0,1,1
9,91,1,1,3,3,559,0,0,1,41,2,34,2,38691,4,2,8,502.53521729,1,1,0,9,0,1,0
1,11,1,1,1,1,559,0,0,1,41,2,34,3,38692,4,2,8,502.53521729,4,1,0,1,0,1,0
0,11,2,1,1,1,559,1,1,1,41,2,34,1,38693,5,2,2,502.53521729,1,1,0,0,0,1,0
0,41,1,1,1,1,559,0,0,1,41,2,34,1,38694,4,2,8,502.53521729,1,1,0,0,0,1,0
9,91,3,1,1,1,559,0,1,1,41,2,34,3,38695,4,5,8,502.53521729,4,1,1,9,0,1,0
1,11,1,1,2,2,559,0,1,1,41,2,34,2,38696,4,2,8,502.53521729,1,1,0,1,0,1,0
1,12,1,1,2,2,559,1,1,1,41,2,34,1,38697,2,5,8,502.53521729,1,1,0,1,0,1,0
9,91,1,1,4,4,559,0,1,1,41,2,34,1,38698,5,2,6,502.53521729,1,1,1,9,0,1,0
9,91,1,1,1,1,559,0,1,1,41,2,34,1,38699,4,2,8,502.53521729,1,1,1,9,0,1,0
9,91,1,0,3,3,559,9,1,1,41,2,34,1,38700,4,2,8,502.53521729,1,1,0,9,0,1,0
1,11,1,1,1,1,564,0,1,1,41,2,34,2,38701,2,6,8,488.8125,1,1,0,1,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,3,38702,5,2,6,488.8125,1,1,0,9,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,3,38703,5,2,6,488.8125,1,1,0,9,0,1,0
1,21,1,1,1,1,564,0,0,1,41,2,34,3,38704,4,2,6,488.8125,1,1,0,1,0,1,0
1,11,1,1,1,1,564,0,1,1,41,2,34,2,38705,4,2,8,488.8125,1,1,0,1,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,3,38706,4,2,6,488.8125,1,1,0,9,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,3,38707,4,2,8,488.8125,1,1,0,9,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,4,38708,5,2,6,488.8125,1,1,0,9,0,1,0
3,21,1,1,1,1,564,0,0,1,41,2,34,3,38709,3,6,4,488.8125,1,1,0,1,0,1,0
9,91,1,1,1,1,564,0,1,1,41,2,34,2,38710,5,2,6,488.8125,1,1,0,9,0,1,0
0,11,1,1,4,1,564,0,1,1,41,2,34,3,38711,3,6,8,488.8125,1,1,0,0,0,1,0
3,11,1,0,1,1,564,9,1,1,41,2,34,1,38712,2,6,8,488.8125,1,1,0,1,0,1,0
3,11,1,1,1,1,564,0,1,1,41,2,34,4,38713,4,6,4,488.8125,1,1,0,1,0,1,0
4,11,1,2,1,1,564,0,0,1,41,2,34,3,38714,5,2,6,488.8125,1,1,0,1,1,0,0
0,11,1,1,1,1,564,0,1,1,41,2,34,2,38715,4,6,6,488.8125,1,1,0,0,0,1,0
0,11,1,1,1,1,564,0,1,1,41,2,34,2,38716,3,6,8,488.8125,1,1,0,0,0,1,0
0,11,1,1,1,1,564,0,0,1,41,2,34,2,38717,4,2,8,488.8125,1,1,0,0,0,1,0
0,11,1,1,1,1,564,0,1,1,41,2,34,2,38718,3,6,8,488.8125,1,1,0,0,0,1,0
9,91,3,1,3,1,557,1,0,1,41,4,34,1,38719,4,2,2,548.8782959,5,1,0,9,0,1,1
9,91,3,1,3,1,557,0,1,1,41,4,34,4,38720,4,2,8,548.8782959,1,1,0,9,0,1,0
9,91,3,1,3,1,557,0,0,1,41,4,34,2,38721,3,6,8,548.8782959,5,1,0,9,0,1,0
9,91,3,1,3,3,557,0,1,1,41,4,34,1,38722,5,2,8,548.8782959,1,1,0,9,0,1,0
1,13,3,1,3,1,557,0,0,1,41,4,34,3,38723,3,2,8,548.8782959,5,1,0,1,0,1,0
9,91,1,1,3,1,557,0,0,1,41,4,34,2,38724,3,6,8,548.8782959,5,1,0,9,0,0,1
9,91,3,1,3,1,557,1,0,1,41,4,34,2,38725,3,2,8,548.8782959,5,1,0,9,0,1,0
9,91,3,1,3,1,557,1,0,1,41,4,34,2,38726,3,6,8,548.8782959,5,1,0,9,0,1,1
9,91,1,1,1,1,557,0,0,1,41,4,34,0,38727,5,2,6,548.8782959,1,3,0,9,0,1,0
0,11,1,1,1,1,557,0,1,1,41,4,34,1,38728,4,5,8,548.8782959,1,1,0,0,0,1,0
3,11,1,2,1,1,557,0,1,1,41,4,34,2,38729,5,2,8,548.8782959,1,1,0,1,0,1,0
0,11,1,1,1,1,557,0,0,1,41,4,34,2,38730,5,2,8,548.8782959,1,1,0,0,0,1,0
0,11,1,1,1,1,557,0,0,1,41,4,34,3,38731,4,6,8,548.8782959,1,1,0,0,0,1,0
9,91,1,1,2,2,557,0,0,1,41,4,34,2,38732,5,2,8,548.8782959,1,1,0,9,0,1,0
1,11,1,2,1,1,557,0,0,1,41,4,34,2,38733,5,2,8,548.8782959,1,1,0,1,0,1,0
9,91,1,2,2,2,557,0,1,1,41,4,34,1,38734,5,2,6,548.8782959,1,1,0,9,0,1,0
9999,11,1,1,3,3,557,0,0,1,41,4,34,0,38735,4,2,6,548.8782959,1,2,0,9999,0,1,0
9,91,1,2,1,1,561,0,1,1,41,3,34,5,38736,5,2,5,477.72058105,1,4,0,9,0,1,0
9,91,1,1,1,1,561,0,0,1,41,3,34,2,38737,5,2,8,477.72058105,1,1,0,9,0,1,0
9,91,1,1,1,1,561,0,1,1,41,3,34,1,38738,5,2,6,477.72058105,1,2,0,9,0,1,0
0,41,8,1,2,1,561,0,1,1,41,3,34,2,38739,2,6,1,477.72058105,4,1,0,0,0,0,1
0,11,1,1,1,1,561,0,1,1,41,3,34,2,38740,5,2,6,477.72058105,1,1,0,0,0,1,0
9,91,1,1,1,1,561,0,1,1,41,3,34,1,38741,4,2,7,477.72058105,1,1,0,9,0,1,0
4,11,1,1,2,2,561,0,1,1,41,3,34,2,38742,4,2,8,477.72058105,1,1,0,1,0,1,0
9,91,1,2,1,1,561,0,1,1,41,3,34,2,38743,5,2,6,477.72058105,1,2,0,9,0,1,0
9,91,1,2,1,1,561,0,0,1,41,3,34,2,38744,5,2,6,477.72058105,1,1,0,9,0,1,0
0,11,1,2,2,2,561,0,9999,1,41,3,34,2,38745,5,2,6,477.72058105,1,1,1,0,0,1,0
3,11,1,2,1,1,561,0,1,1,41,3,34,3,38746,5,2,6,477.72058105,1,1,0,1,0,1,0
1,11,1,1,1,1,561,0,0,1,41,3,34,2,38747,4,2,8,477.72058105,1,1,0,1,0,1,0
9999,11,1,1,1,1,561,1,9999,1,41,3,34,1,38748,5,2,8,477.72058105,1,3,0,9999,0,1,0
