makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelused,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
4,5,1,1,3,1,59,0,0,2,2,4,31,2,3844,3,6,8,256.26043701172,1,1,1,1,0,0,1
4,4,2,1,3,1,59,1,0,2,2,4,31,0,3845,1,6,2,256.26043701172,0,1,0,1,0,0,1
4,4,2,1,1,1,59,0,0,2,2,4,31,4,3846,3,6,8,256.26043701172,1,1,0,1,0,0,1
99,4,1,1,1,1,59,0,0,2,2,4,31,2,3847,4,6,8,256.26043701172,1,1,0,0,0,0,1
99,4,3,1,3,3,59,0,0,2,2,4,31,1,3848,2,6,1,256.26043701172,1,1,0,0,0,0,1
99,4,2,1,3,1,59,0,0,2,2,4,31,1,3849,2,6,1,256.26043701172,4,1,0,0,0,0,1
99,4,2,0,3,1,59,9,0,2,2,4,31,0,3850,1,6,1,256.26043701172,0,1,0,0,1,0,0
99,4,1,1,3,3,59,1,0,2,2,4,31,2,3852,2,6,8,256.26043701172,1,1,0,0,0,0,1
9,14,1,1,1,1,59,0,1,2,2,4,31,3,3853,4,6,8,256.26043701172,1,1,0,9,1,0,1
99,4,3,1,3,3,57,1,1,2,2,1,31,1,3854,3,6,1,259.80209350586,1,1,1,0,0,0,1
99,4,1,1,1,1,57,0,1,2,2,1,31,1,3855,4,6,8,259.80209350586,1,1,0,0,0,0,1
99,4,1,1,1,1,57,0,1,2,2,1,31,2,3856,4,5,8,259.80209350586,1,1,0,0,1,0,1
99,4,1,1,1,3,57,1,1,2,2,1,31,2,3857,3,6,8,259.80209350586,1,1,1,0,0,0,1
99,4,1,1,1,1,57,0,1,2,2,1,31,2,3858,3,6,8,259.80209350586,1,1,0,0,1,0,0
99,4,2,1,3,1,57,1,0,1,2,1,31,1,3859,1,6,1,259.80209350586,4,1,0,0,1,0,1
99,4,3,0,1,1,57,9,0,2,2,1,31,0,3860,2,6,1,259.80209350586,4,1,0,0,1,0,1
99,4,1,1,1,1,57,1,0,2,2,1,31,2,3861,5,2,8,259.80209350586,1,1,0,0,0,0,1
9,14,1,1,3,3,57,0,1,2,2,1,31,3,3862,5,2,8,259.80209350586,1,1,0,9,0,1,0
9,14,1,1,1,1,57,0,0,2,2,1,31,2,3863,5,2,6,259.80209350586,1,1,0,9,0,1,0
99,4,1,1,1,1,57,1,1,2,2,1,31,2,3864,3,6,8,259.80209350586,1,1,0,0,0,0,1
99,4,1,2,3,1,57,0,0,2,2,1,31,1,3865,2,6,8,259.80209350586,1,1,0,0,1,0,0
99,4,2,0,3,3,57,9,0,1,2,1,31,1,3866,1,6,8,259.80209350586,0,1,1,0,0,0,0
9,14,1,1,1,1,57,0,0,2,2,1,31,2,3867,5,2,8,259.80209350586,1,1,0,9,0,1,0
99,8,1,1,1,1,59,0,1,2,2,1,31,2,3869,3,6,8,256.26043701172,1,1,0,0,0,0,1
99,8,2,1,3,1,59,0,0,2,2,1,31,0,3870,2,2,8,256.26043701172,1,1,0,0,0,1,0
99,8,1,1,1,1,59,1,0,2,2,1,31,2,3871,3,6,1,256.26043701172,1,1,0,0,0,1,0
99,8,1,0,1,1,59,9,0,2,2,1,31,0,3872,2,6,8,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,1,1,59,1,1,2,2,1,31,0,3874,2,6,8,256.26043701172,1,1,1,0,0,0,0
99,1,4,0,1,1,59,9,0,2,2,1,31,0,3875,1,6,1,256.26043701172,0,1,0,0,0,0,1
99,8,1,1,1,1,59,1,1,2,2,1,31,3,3876,3,6,8,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,1,1,59,1,0,2,2,1,31,3,3877,5,2,8,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,3,1,59,1,0,2,2,1,31,1,3878,3,6,8,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,1,1,59,0,1,2,2,1,31,3,3879,4,2,8,256.26043701172,1,1,0,0,1,0,0
99,4,1,1,1,1,59,0,1,2,2,1,31,2,3880,3,2,8,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,3,3,59,0,0,2,2,1,31,2,3881,2,6,8,256.26043701172,1,1,0,0,1,0,0
99,4,2,1,1,1,59,1,1,2,2,1,31,1,3882,1,6,3,256.26043701172,0,1,0,0,0,0,1
99,1,3,1,3,1,59,1,0,2,2,1,31,2,3883,2,6,1,256.26043701172,1,1,0,0,1,0,0
99,4,2,1,1,1,59,0,1,2,2,1,31,2,3884,3,6,3,256.26043701172,1,1,0,0,0,0,1
99,4,1,1,1,1,59,1,1,2,2,1,31,1,3885,3,6,8,256.26043701172,1,1,0,0,0,0,1
99,4,2,1,1,1,59,0,0,2,2,1,31,0,3886,2,6,3,256.26043701172,1,1,0,0,0,0,1
99,8,1,1,1,1,59,0,1,2,2,1,31,3,3887,5,2,8,256.26043701172,1,1,0,0,0,0,1
99,1,1,1,1,1,62,1,0,2,2,1,31,2,3888,3,6,8,266.69998168945,1,1,0,0,0,0,1
99,3,1,0,3,1,62,9,1,2,2,1,31,2,3889,3,2,8,266.69998168945,1,1,0,0,0,1,1
99,3,1,0,1,1,62,9,0,2,2,1,31,1,3890,2,6,8,266.69998168945,1,1,1,0,0,0,0
99,3,1,1,1,1,62,0,0,2,2,1,31,2,3891,4,6,8,266.69998168945,1,1,0,0,0,0,1
99,4,2,1,3,1,62,0,1,2,2,1,31,2,3892,2,6,8,266.69998168945,1,1,0,0,0,0,1
99,1,1,1,1,1,62,0,1,2,2,1,31,1,3893,4,2,8,266.69998168945,1,2,0,0,0,0,1
99,1,3,1,3,1,62,1,1,2,2,1,31,0,3894,2,6,8,266.69998168945,1,1,0,0,0,0,1
99,3,2,1,1,1,62,0,1,2,2,1,31,3,3895,3,6,8,266.69998168945,1,1,0,0,1,0,1
99,3,1,0,1,1,62,9,0,2,2,1,31,2,3896,2,6,1,266.69998168945,1,1,1,0,0,0,0
99,3,1,2,3,1,62,0,1,2,2,1,31,2,3897,1,6,8,266.69998168945,1,1,0,0,0,1,1
99,4,1,1,1,1,62,1,1,2,2,1,31,2,3898,3,6,8,266.69998168945,1,1,0,0,0,1,1
99,3,2,1,3,1,62,0,0,2,2,1,31,1,3899,2,6,1,266.69998168945,1,1,0,0,0,0,1
99,3,1,1,1,1,62,0,1,2,2,1,31,2,3900,4,6,8,266.69998168945,1,2,0,0,1,0,1
99,3,2,0,3,1,62,9,0,1,2,1,31,1,3901,1,6,1,266.69998168945,1,1,1,0,0,0,0
99,4,1,1,1,1,61,1,1,2,2,1,31,2,3902,2,6,1,254.25,0,1,0,0,1,0,1
99,4,3,1,1,1,61,0,1,2,2,1,31,2,3903,2,6,8,254.25,1,1,1,0,1,0,0
99,4,2,1,1,1,61,0,1,2,2,1,31,2,3904,2,6,2,254.25,1,1,0,0,1,0,1
99,4,1,1,1,1,61,1,1,2,2,1,31,0,3906,3,6,8,254.25,1,1,1,0,0,0,1
99,2,3,1,1,1,61,0,1,2,2,1,31,1,3907,4,6,8,254.25,1,1,1,0,0,0,1
99,3,1,1,1,1,61,1,0,2,2,1,31,2,3908,3,2,5,254.25,1,1,0,0,1,0,1
99,4,3,1,1,1,61,1,0,2,2,1,31,2,3909,3,2,2,254.25,1,1,0,0,1,0,1
9,14,1,1,1,1,61,0,1,2,2,1,31,2,3910,5,2,6,254.25,1,1,0,9,1,0,1
99,4,1,1,3,3,61,0,1,2,2,1,31,2,3911,3,6,6,254.25,1,1,1,0,0,0,1
99,3,4,1,4,1,61,0,0,2,2,1,31,2,3912,2,6,1,254.25,1,5,0,0,1,0,1
1,4,1,1,1,1,61,0,0,2,2,1,31,2,3913,4,6,8,254.25,1,1,0,1,1,0,1
9,14,3,1,1,1,52,0,1,2,2,1,31,2,3914,4,6,8,265,1,1,0,9,0,1,1
9,14,1,1,3,1,52,0,0,2,2,1,31,2,3916,4,6,8,265,1,1,0,9,0,1,1
99,4,2,1,1,1,52,0,1,2,2,1,31,3,3917,3,6,8,265,1,1,0,0,0,1,0
9,14,1,1,1,1,52,0,1,2,2,1,31,3,3918,5,6,8,265,1,1,0,9,1,0,0
99,4,1,1,1,1,52,0,0,2,2,1,31,4,3919,4,2,8,265,1,1,0,0,0,0,1
99,4,1,1,3,3,52,1,1,2,2,1,31,2,3920,3,6,7,265,1,1,0,0,1,1,1
9,14,1,1,1,1,52,0,1,2,2,1,31,2,3921,3,6,8,265,1,1,0,9,0,1,0
1,4,3,1,1,1,52,1,1,2,2,1,31,2,3922,2,6,8,265,1,1,0,1,1,1,1
4,5,2,1,1,1,52,0,1,2,2,1,31,3,3923,2,6,8,265,1,1,0,1,0,1,1
1,4,1,1,1,1,52,0,1,2,2,1,31,3,3924,3,6,8,265,1,1,0,1,0,1,0
9,14,1,1,1,1,52,0,0,2,2,1,31,4,3925,5,6,8,265,1,1,0,9,0,1,1
99,4,1,1,1,1,52,0,1,2,2,1,31,3,3926,4,6,8,265,1,1,0,0,1,1,1
9,14,1,1,1,1,52,0,1,2,2,1,31,2,3927,3,5,6,265,1,1,0,9,0,1,1
1,3,1,1,1,1,52,0,1,2,2,1,31,2,3928,4,2,8,265,1,1,0,1,0,1,0
99,3,1,1,1,1,56,0,1,2,2,3,31,4,3929,5,2,6,258.37930297852,1,2,0,0,0,0,1
1,3,1,1,1,1,56,0,0,2,2,3,31,3,3930,4,2,8,258.37930297852,1,2,0,1,1,0,1
1,3,2,1,1,1,56,1,0,2,2,3,31,2,3931,3,6,8,258.37930297852,1,1,1,1,0,0,0
1,3,2,1,3,1,56,0,1,2,2,3,31,1,3932,2,6,3,258.37930297852,1,1,0,1,1,0,0
9,14,1,1,1,1,56,0,1,2,2,3,31,2,3933,4,6,8,258.37930297852,1,1,0,9,0,0,1
1,3,3,0,3,3,56,9,1,2,2,3,31,1,3934,1,6,8,258.37930297852,1,1,0,1,0,0,1
99,3,1,1,1,1,56,0,0,2,2,3,31,2,3935,5,2,7,258.37930297852,1,1,0,0,0,0,1
99,3,1,1,1,1,56,0,1,2,2,3,31,3,3936,4,6,8,258.37930297852,1,1,0,0,1,0,1
9,14,1,1,1,1,56,0,0,2,2,3,31,3,3938,5,2,6,258.37930297852,1,1,0,9,0,0,1
9,14,1,1,1,1,56,0,0,2,2,3,31,3,3939,4,2,6,258.37930297852,1,1,0,9,0,0,1
99,3,1,1,3,1,56,0,0,2,2,3,31,3,3940,3,6,8,258.37930297852,1,1,0,0,0,0,1
99,3,1,1,3,1,56,0,0,2,2,3,31,3,3941,4,2,8,258.37930297852,1,1,0,0,1,0,1
9,14,3,1,2,1,56,1,0,2,2,3,31,2,3942,4,6,8,258.37930297852,1,1,0,9,0,0,1
99,3,3,1,2,1,56,0,1,2,2,3,31,2,3943,2,6,8,258.37930297852,1,1,0,0,1,0,1
99,3,1,1,3,1,56,0,0,2,2,3,31,2,3944,2,6,8,258.37930297852,4,1,0,0,0,0,1
99,3,2,1,1,1,56,0,0,2,2,3,31,2,3945,2,6,8,258.37930297852,1,1,1,0,0,0,0
99,1,1,0,3,1,61,9,1,2,2,3,31,2,3946,3,2,8,254.25,1,1,0,0,0,0,1
9,14,1,1,3,3,61,0,0,2,2,3,31,3,3947,5,2,8,254.25,1,1,0,9,0,0,1
99,1,1,1,3,3,61,0,1,2,2,3,31,3,3948,5,2,8,254.25,1,1,0,0,0,0,1
99,4,1,1,1,1,61,0,1,2,2,3,31,0,3949,3,6,8,254.25,1,1,0,0,1,0,1
99,1,1,1,1,1,61,0,1,2,2,3,31,3,3950,5,2,8,254.25,1,1,1,0,0,0,1
99,1,2,1,3,1,61,0,0,2,2,3,31,3,3951,3,6,1,254.25,1,1,1,0,0,0,0
99,2,1,1,1,1,61,1,0,2,2,3,31,0,3952,4,6,1,254.25,4,1,0,0,0,0,1
99,1,2,0,3,1,61,9,0,2,2,3,31,0,3953,2,6,8,254.25,1,1,0,0,0,0,1
99,2,1,1,1,1,61,0,0,2,2,3,31,2,3955,3,6,8,254.25,1,1,1,0,0,0,0
99,1,1,2,3,1,61,0,1,2,2,3,31,2,3956,3,6,8,254.25,1,1,0,0,0,0,1
99,1,3,1,1,1,61,0,1,2,2,3,31,2,3957,4,6,8,254.25,1,1,0,0,0,0,1
9,14,3,1,3,1,61,1,0,2,2,3,31,2,3958,3,6,8,254.25,1,1,1,9,0,0,1
99,4,1,0,3,1,61,9,0,2,2,3,31,2,3959,3,2,8,254.25,1,1,1,0,0,0,0
99,4,2,1,3,1,61,0,0,2,2,3,31,0,3960,1,6,1,254.25,4,1,1,0,0,0,1
99,4,1,1,1,1,61,0,1,2,2,3,31,0,3961,3,6,8,254.25,1,1,0,0,0,0,1
99,1,1,1,1,1,61,0,1,2,2,3,31,2,3962,5,2,8,254.25,1,1,0,0,0,0,1
99,4,1,1,3,1,60,1,0,2,2,3,31,2,3963,3,6,8,254.25,1,1,0,0,1,0,0
99,4,1,0,1,1,60,9,0,2,2,3,31,1,3964,2,6,8,254.25,1,1,0,0,1,1,0
99,4,1,0,1,1,60,9,1,2,2,3,31,1,3965,1,6,1,254.25,0,1,1,0,0,0,0
99,4,1,1,4,1,60,1,0,2,2,3,31,2,3966,4,2,8,254.25,1,1,0,0,1,0,1
99,4,1,1,1,1,60,0,0,2,2,3,31,2,3967,3,6,8,254.25,1,1,0,0,0,0,1
99,4,1,1,4,1,60,1,0,2,2,3,31,2,3968,4,2,8,254.25,1,1,0,0,0,0,1
99,4,1,1,3,3,60,0,0,2,2,3,31,2,3969,3,5,8,254.25,1,1,0,0,0,0,1
99,4,1,1,1,1,60,0,0,2,2,3,31,2,3970,2,6,8,254.25,1,1,0,0,0,0,1
99,4,2,1,1,1,60,1,1,2,2,3,31,1,3971,2,6,1,254.25,1,1,0,0,0,0,1
99,4,2,1,3,3,60,0,0,2,2,3,31,1,3972,2,6,3,254.25,1,1,0,0,0,0,1
1,4,1,1,4,1,60,0,0,2,2,3,31,2,3973,3,6,8,254.25,1,1,0,1,1,0,1
99,4,1,0,1,1,60,9,0,2,2,3,31,2,3974,2,6,8,254.25,1,1,0,0,0,0,1
99,1,1,1,1,1,60,0,1,2,2,3,31,3,3975,4,2,6,254.25,1,1,1,0,0,0,0
99,4,1,1,4,1,60,1,0,2,2,3,31,2,3976,3,6,8,254.25,1,1,0,0,0,0,1
99,4,1,1,4,1,60,1,0,2,2,3,31,1,3977,2,6,8,254.25,1,1,0,0,0,0,1
99,4,2,1,1,1,60,1,0,1,2,3,31,0,3978,1,5,1,254.25,1,1,0,0,0,0,1
99,4,2,1,1,4,60,1,0,2,2,3,31,0,3979,1,6,1,254.25,0,1,0,0,0,0,1
99,4,3,1,3,3,62,1,0,2,2,4,31,2,3980,2,6,8,266.69998168945,4,1,1,0,0,0,1
99,2,1,1,1,1,62,1,1,2,2,4,31,0,3981,2,6,8,266.69998168945,1,1,0,0,1,0,1
99,1,1,0,3,1,62,9,1,2,2,4,31,1,3983,2,6,8,266.69998168945,1,1,0,0,0,0,1
99,4,1,1,1,1,62,1,1,2,2,4,31,0,3984,3,6,8,266.69998168945,1,1,0,0,0,0,1
99,4,3,1,3,1,62,1,1,2,2,4,31,0,3985,2,6,8,266.69998168945,1,1,0,0,0,0,1
9,14,1,1,1,1,62,0,0,2,2,4,31,3,3986,5,6,8,266.69998168945,1,1,0,9,0,0,1
99,2,2,1,3,1,62,0,1,2,2,4,31,2,3987,2,6,8,266.69998168945,1,1,0,0,0,0,1
99,4,2,0,4,1,62,9,0,2,2,4,31,2,3988,1,5,8,266.69998168945,1,1,1,0,0,0,0
99,1,3,0,3,3,62,9,0,2,2,4,31,1,3989,2,6,8,266.69998168945,4,2,1,0,0,0,1
99,4,3,1,3,1,62,0,0,2,2,4,31,0,3990,3,5,8,266.69998168945,1,1,0,0,0,0,1
99,4,3,1,1,1,62,0,0,2,2,4,31,1,3991,2,6,8,266.69998168945,1,1,0,0,0,0,1
99,4,3,1,4,1,62,1,0,2,2,4,31,2,3992,4,2,1,266.69998168945,1,1,0,0,0,0,1
9,14,3,1,1,1,62,0,1,2,2,4,31,3,3993,4,6,8,266.69998168945,1,1,0,9,0,0,1
9,14,1,1,1,1,62,1,1,2,2,4,31,2,3994,4,6,8,266.69998168945,1,1,0,9,0,0,1
9,14,1,1,1,1,62,0,1,2,2,4,31,2,3995,4,5,8,266.69998168945,1,1,0,9,0,0,1
99,3,1,1,1,1,58,0,0,2,2,3,31,2,3996,3,6,8,254,1,1,0,0,0,0,1
99,1,1,1,1,1,58,0,0,2,2,3,31,3,3997,5,2,8,254,1,1,1,0,0,0,1
99,2,1,1,1,1,58,0,1,2,2,3,31,2,3998,4,6,8,254,1,1,0,0,0,0,1
99,2,1,1,1,1,58,0,0,2,2,3,31,1,3999,3,6,3,254,1,1,1,0,0,0,0
99,4,3,1,3,1,58,0,1,2,2,3,31,1,4000,3,7,1,254,1,1,0,0,0,0,1
99,3,2,1,3,3,58,0,1,2,2,3,31,1,4001,2,6,8,254,1,1,0,0,1,0,1
99,3,2,0,3,3,58,9,0,2,2,3,31,0,4002,1,6,1,254,1,1,0,0,0,0,1
99,3,1,1,1,1,58,0,1,2,2,3,31,3,4003,4,5,6,254,1,1,0,0,1,0,1
99,3,1,1,1,1,58,0,1,2,2,3,31,0,4004,3,6,8,254,1,1,0,0,1,0,1
99,3,2,1,3,1,58,0,0,2,2,3,31,0,4005,2,6,8,254,1,1,1,0,0,0,1
9,14,1,1,1,1,58,0,1,2,2,3,31,2,4006,4,5,8,254,1,1,0,9,1,0,1
99,3,1,1,1,1,58,0,1,2,2,3,31,2,4007,4,6,8,254,1,1,1,0,0,0,0
9,14,1,1,3,3,58,0,1,2,2,3,31,3,4008,4,2,8,254,1,1,0,9,1,0,1
99,3,2,1,1,1,58,0,1,2,2,3,31,2,4009,2,6,8,254,1,1,0,0,1,0,1
99,4,2,1,3,1,58,0,1,2,2,3,31,2,4010,2,6,1,254,1,1,0,0,0,0,1
99,3,3,1,3,1,58,1,0,2,2,3,31,2,4011,2,6,1,254,1,1,0,0,1,0,1
99,4,1,1,1,1,58,1,1,2,2,3,31,2,4012,4,6,8,254,1,1,0,0,0,0,1
99,4,1,1,1,1,58,1,1,2,2,3,31,2,4013,3,6,8,254,1,1,0,0,0,0,1
99,4,3,1,1,1,63,1,1,2,2,1,31,2,4014,2,6,8,270.38711547852,2,1,0,0,1,0,1
99,4,1,1,1,1,63,0,1,2,2,1,31,2,4015,3,6,8,270.38711547852,2,1,0,0,1,0,1
99,4,1,0,1,1,63,9,0,4,2,1,31,1,4018,1,6,8,270.38711547852,5,1,0,0,0,0,1
99,4,1,2,3,1,63,0,0,2,2,1,31,0,4020,1,6,8,270.38711547852,5,1,0,0,0,0,1
99,4,1,1,1,1,63,0,1,2,2,1,31,2,4022,2,6,8,270.38711547852,0,1,0,0,1,0,0
99,4,1,1,1,1,63,0,0,2,2,1,31,2,4023,2,6,8,270.38711547852,5,1,0,0,0,0,1
99,4,1,1,1,1,63,0,1,2,2,1,31,1,4024,2,6,8,270.38711547852,5,1,0,0,1,0,1
99,4,1,1,1,1,63,0,1,2,2,1,31,2,4025,3,6,8,270.38711547852,5,1,0,0,1,0,0
1,4,1,1,3,1,63,0,1,2,2,1,31,2,4026,1,6,8,270.38711547852,5,1,0,1,1,0,1
99,4,3,2,3,1,63,1,1,2,2,1,31,0,4027,2,6,8,270.38711547852,1,1,0,0,1,0,1
99,4,1,2,3,1,63,0,1,2,2,1,31,2,4028,2,6,8,270.38711547852,1,1,0,0,1,0,1
99,4,2,0,3,1,63,9,1,2,2,1,31,1,4030,1,6,1,270.38711547852,0,1,0,0,1,0,1
99,4,1,2,1,1,63,0,0,2,2,1,31,2,4031,1,6,8,270.38711547852,5,1,0,0,0,0,1
99,6,2,2,3,1,64,1,0,2,2,1,31,1,4033,1,6,1,258.04476928711,5,1,0,0,0,0,1
1,4,2,2,3,1,64,0,0,1,2,1,31,1,4034,1,6,1,258.04476928711,5,1,0,1,0,0,1
99,6,2,2,3,3,64,0,0,2,2,1,31,2,4035,1,6,1,258.04476928711,0,1,0,0,0,0,1
1,6,1,0,1,1,64,9,1,2,2,1,31,2,4036,1,6,8,258.04476928711,0,1,0,1,0,0,1
1,6,3,1,3,3,64,2,1,2,2,1,31,1,4037,1,6,1,258.04476928711,0,1,0,1,0,0,1
4,4,2,2,3,1,64,0,0,1,2,1,31,1,4038,1,6,1,258.04476928711,5,1,0,1,0,0,1
1,6,2,2,1,1,64,0,0,2,2,1,31,2,4039,1,6,1,258.04476928711,0,1,0,1,0,0,1
99,6,2,1,3,3,64,1,0,1,2,1,31,1,4041,1,6,1,258.04476928711,5,1,0,0,0,0,1
1,6,2,2,1,1,64,0,1,2,2,1,31,1,4042,1,6,1,258.04476928711,0,1,0,1,1,0,1
4,9,2,0,3,1,64,9,0,1,2,1,31,0,4043,1,6,1,258.04476928711,5,1,0,1,1,0,0
1,6,2,2,1,1,64,0,1,5,2,1,31,1,4044,1,6,3,258.04476928711,0,1,0,1,0,0,1
99,6,2,0,3,1,64,9,0,1,2,1,31,1,4045,1,6,3,258.04476928711,5,1,0,0,0,0,1
1,6,2,2,3,1,64,0,1,2,2,1,31,1,4046,1,6,1,258.04476928711,0,1,0,1,0,0,1
4,6,2,1,1,1,64,0,1,1,2,1,31,1,4047,1,6,1,258.04476928711,0,1,0,1,1,0,1
9,14,1,1,1,1,64,0,1,2,2,1,31,3,4048,3,6,8,258.04476928711,1,1,0,9,1,0,1
99,7,1,0,1,1,64,9,0,1,2,1,31,1,4049,1,6,2,258.04476928711,0,1,0,0,0,0,1
99,4,2,2,3,1,64,0,0,1,2,1,31,1,4050,1,6,1,258.04476928711,5,1,0,0,0,0,1
4,6,2,2,1,1,64,0,0,1,2,1,31,1,4051,1,6,1,258.04476928711,0,1,0,1,0,0,1
4,4,2,2,3,1,64,0,0,2,2,1,31,1,4052,1,6,1,258.04476928711,5,1,0,1,0,0,1
99,4,3,0,1,1,58,9,1,2,2,4,31,1,4053,2,6,8,254,4,1,0,0,0,1,0
9,14,1,1,1,1,58,0,1,2,2,4,31,2,4054,4,6,8,254,1,1,0,9,1,0,0
99,4,2,2,1,1,58,0,1,1,2,4,31,0,4055,1,6,8,254,1,1,0,0,0,0,1
99,4,1,1,3,1,58,0,1,2,2,4,31,2,4056,3,6,8,254,1,1,0,0,1,0,1
99,4,1,1,1,1,58,1,1,2,2,4,31,0,4057,3,6,8,254,1,1,0,0,1,0,1
99,4,1,1,3,1,58,0,1,2,2,4,31,2,4058,3,6,8,254,1,1,0,0,1,0,0
99,4,2,1,3,1,58,1,1,2,2,4,31,1,4059,2,6,8,254,1,1,0,0,1,0,0
9,14,1,1,1,1,58,0,1,2,2,4,31,3,4060,5,2,8,254,1,1,0,9,0,1,0
99,4,1,1,1,1,58,0,1,2,2,4,31,3,4061,4,2,8,254,1,1,0,0,1,0,1
9,14,1,1,3,1,58,0,1,2,2,4,31,2,4062,4,6,8,254,1,1,0,9,1,0,0
99,4,1,1,1,1,58,0,1,2,2,4,31,1,4063,4,6,8,254,1,1,0,0,1,0,1
9,14,1,1,3,1,58,0,1,2,2,4,31,2,4064,4,6,8,254,1,1,0,9,1,0,0
99,4,1,0,1,1,58,9,1,2,2,4,31,2,4065,2,6,8,254,1,1,0,0,1,0,0
9,14,1,1,1,1,58,0,1,2,2,4,31,3,4066,4,6,6,254,1,1,0,9,1,0,1
99,1,1,1,2,2,53,0,1,2,2,4,31,2,4067,4,2,8,256.77612304688,1,1,0,0,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4068,5,2,8,256.77612304688,1,1,0,9,0,1,0
99,4,1,1,1,1,53,0,1,2,2,4,31,4,4069,3,5,8,256.77612304688,1,1,0,0,0,1,0
9,14,1,1,2,2,53,0,1,2,2,4,31,1,4070,3,5,8,256.77612304688,0,1,0,9,0,1,0
9,14,1,1,1,1,53,0,0,2,2,4,31,4,4071,4,2,8,256.77612304688,1,1,0,9,1,0,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4072,5,2,8,256.77612304688,1,1,0,9,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4073,5,2,6,256.77612304688,1,1,0,9,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4074,3,6,2,256.77612304688,1,1,0,9,0,1,0
99,4,1,1,1,1,53,0,1,2,2,4,31,4,4075,5,6,8,256.77612304688,1,1,0,0,1,1,0
99,4,1,1,4,1,53,0,1,2,2,4,31,2,4076,3,5,8,256.77612304688,1,1,0,0,0,1,0
99,1,1,1,3,1,53,0,1,2,2,4,31,2,4077,3,5,8,256.77612304688,1,1,0,0,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4078,3,6,8,256.77612304688,1,1,1,9,0,0,0
9,14,1,1,1,1,53,0,1,2,2,4,31,1,4079,5,2,8,256.77612304688,1,1,0,9,0,1,0
99,4,2,1,3,3,53,1,1,2,2,4,31,0,4080,3,2,8,256.77612304688,1,1,0,0,0,1,0
99,4,3,1,1,1,53,0,1,2,2,4,31,0,4081,3,2,8,256.77612304688,1,1,0,0,0,1,0
99,1,1,1,3,3,53,0,1,2,2,4,31,2,4082,4,2,8,256.77612304688,1,1,0,0,0,1,0
99,4,1,1,1,1,53,0,1,2,2,4,31,1,4083,2,6,8,256.77612304688,1,1,0,0,0,1,0
99,1,1,1,1,1,53,1,1,2,2,4,31,1,4084,3,5,8,256.77612304688,1,1,0,0,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,7,4086,5,2,8,256.77612304688,1,1,0,9,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,2,4087,4,2,8,256.77612304688,1,1,0,9,0,1,0
9,14,1,1,1,1,53,0,1,2,2,4,31,4,4088,4,2,8,256.77612304688,1,1,0,9,0,1,0
99,1,1,1,4,1,53,0,1,2,2,4,31,0,4089,4,2,8,256.77612304688,1,1,0,0,0,1,0
99,1,1,1,1,1,53,0,1,2,2,4,31,1,4090,3,5,8,256.77612304688,1,1,0,0,0,1,0
99,4,1,1,1,1,52,0,1,2,2,4,31,3,4091,4,2,8,265,1,1,0,0,0,1,0
99,4,1,1,1,1,52,0,1,2,2,4,31,2,4092,5,2,6,265,1,1,1,0,0,0,1
99,4,2,1,3,3,52,0,1,2,2,4,31,1,4093,2,6,8,265,1,1,0,0,0,1,0
99,4,1,1,1,1,52,0,0,2,2,4,31,3,4094,5,2,8,265,1,1,0,0,1,1,0
99,4,3,1,1,1,52,0,1,2,2,4,31,0,4095,3,6,8,265,1,1,0,0,1,1,0
99,4,2,1,2,1,52,0,1,2,2,4,31,1,4096,3,6,8,265,1,1,0,0,0,1,0
9,14,1,1,1,1,52,0,1,2,2,4,31,3,4097,5,2,6,265,1,1,0,9,0,1,0
9,14,1,1,3,3,52,0,1,2,2,4,31,2,4098,5,2,8,265,1,1,0,9,1,1,0
3,1,1,1,1,1,52,0,1,2,2,4,31,8,4100,5,2,6,265,1,1,0,1,1,1,1
99,4,2,1,3,3,52,1,1,2,2,4,31,1,4102,2,6,8,265,4,1,0,0,0,1,0
9,14,1,1,1,1,52,0,1,2,2,4,31,3,4103,5,2,8,265,1,1,0,9,0,1,1
9,14,1,1,3,3,52,1,1,2,2,4,31,2,4104,5,5,8,265,1,1,0,9,1,1,1
99,4,1,1,1,1,52,0,1,2,2,4,31,2,4105,3,6,8,265,1,1,0,0,0,1,0
99,4,1,2,1,1,56,1,1,2,2,4,31,1,4106,2,6,8,258.37930297852,1,2,0,0,1,0,0
9,14,1,1,1,1,56,1,0,2,2,4,31,3,4107,3,6,8,258.37930297852,1,1,0,9,1,0,0
